url,label
onmi.gov,safe
https://www.buchanancity.com,safe
https://www.burtonmi.gov,safe
https://www.cadillac-mi.net,safe
https://www.cantontownship-mi.gov,safe
https://www.caromi.us,safe
https://www.cedarspringsmi.org,safe
https://www.charlevoixmi.gov,safe
https://www.cheboygan.org,safe
https://www.chelseami.gov,safe
https://www.claremi.gov,safe
https://www.clawsonmi.com,safe
https://www.clinton-township.com,safe
https://www.coldwater.org,safe
https://www.commercetwp.com,safe
https://www.davisonmi.gov,safe
https://www.dearbornheights.gov,safe
https://www.delta-mi.gov,safe
https://www.detroitmi.gov,safe
https://www.dewittmi.org,safe
https://www.eastgrandrapids.org,safe
https://www.eastlansinggov.com,safe
https://www.eastpointemi.gov,safe
https://www.eatonrapids.org,safe
https://www.ecorsemi.gov,safe
https://www.escabami.org,safe
https://www.farmington-mi.gov,safe
https://www.farmingtonhillsgov.com,safe
https://www.fentonmi.gov,safe
https://www.ferndale-mi.gov,safe
https://www.flatrockmi.org,safe
https://www.flintmi.gov,safe
https://www.flushingmi.gov,safe
https://www.frankenmuthgov.com,safe
https://www.frasermi.org,safe
https://www.gibraltarmi.gov,safe
https://www.gladwinmi.org,safe
https://www.grandblancmi.gov,safe
https://www.grandhaven.org,safe
https://www.grandledgemi.com,safe
https://www.grandvillemi.gov,safe
https://www.greenvillemi.us,safe
https://www.grossepointemi.gov,safe
https://www.grossepointepark.org,safe
https://www.grossepointewoods.org,safe
https://www.hamtramck.us,safe
https://www.hancockmi.us,safe
https://www.harperwoods.net,safe
https://www.hartmi.org,safe
https://www.hastingsmi.org,safe
https://www.hazelpark.org,safe
https://www.highlandparkmi.gov,safe
https://www.hillsdalemi.us,safe
https://www.hollandmi.gov,safe
https://www.hollymi.us,safe
https://www.holtmi.org,safe
https://www.homer-mi.org,safe
https://www.houghtonmi.gov,safe
https://www.howellmi.us,safe
https://www.hudsonmi.com,safe
https://www.huntingtonwoodsmi.com,safe
https://www.inkstermi.us,safe
https://www.ioniami.com,safe
https://www.ironmountain.org,safe
https://www.ironwoodmi.org,safe
https://www.ishpemingmi.gov,safe
https://www.ithacami.com,safe
https://www.jacksonmi.gov,safe
https://www.kalamazoocity.org,safe
https://www.keegoharbor.org,safe
https://www.kingsfordgov.com,safe
https://www.lansingmi.gov,safe
https://www.lapeermi.org,safe
https://www.lathrupvillage.org,safe
https://www.lincolnparkmi.gov,safe
https://www.livoniami.gov,safe
https://www.lowellmi.gov,safe
https://www.ludingtonmi.gov,safe
https://www.mackinacisland.org,safe
https://www.madisonheightsmi.gov,safe
https://www.manistee.gov,safe
https://www.manistique.org,safe
https://www.marinecitymi.org,safe
https://www.marquettegov.org,safe
https://www.marshallmi.gov,safe
https://www.marysvillemi.com,safe
https://www.masonmi.us,safe
https://www.melvindale.org,safe
https://www.menomineemi.us,safe
https://www.midlandmi.org,safe
https://www.milfordmi.gov,safe
https://www.monroemi.gov,safe
https://www.mtpleasantmi.org,safe
https://www.muskegonmi.gov,safe
https://www.newbaltimoremi.gov,safe
https://www.nilesmi.org,safe
https://www.northvillemi.gov,safe
https://www.nortonshores.org,safe
https://www.novi.gov,safe
https://www.oakparkmi.gov,safe
https://www.owosso.org,safe
https://www.oxfordmi.org,safe
https://www.petoskymi.gov,safe
https://www.plymouthmi.gov,safe
https://www.pontiacmi.gov,safe
https://www.portagegov.com,safe
https://www.porthuron.org,safe
https://www.reedcitygov.com,safe
https://www.richmondmi.org,safe
https://www.riverrougemi.gov,safe
https://www.riverviewmi.gov,safe
https://www.rochestermi.org,safe
https://www.rockfordmi.net,safe
https://www.romulusgov.com,safe
https://www.roseville-mi.gov,safe
https://www.royal oakmi.gov,safe
https://www.saginaw-mi.com,safe
https://www.salinegov.com,safe
https://www.saultsaintemarie.com,safe
https://www.southfieldgov.com,safe
https://www.southhavenmi.gov,safe
https://www.southlyonmi.org,safe
https://www.spartami.gov,safe
https://www.springfield-mi.gov,safe
https://www.stclairmi.com,safe
https://www.stjosephmi.gov,safe
https://www.stlouismi.com,safe
https://www.sterlingheights.gov,safe
https://www.sturgismi.gov,safe
https://www.taylor-mi.gov,safe
https://www.tecumsehmi.gov,safe
https://www.three riversmi.org,safe
https://www.traversecitymi.gov,safe
https://www.trentonmi.org,safe
https://www.troy-mi.gov,safe
https://www.walkermi.gov,safe
https://www.walledlake.com,safe
https://www.warrenmi.gov,safe
https://www.waterfordmi.gov,safe
https://www.waynemi.com,safe
https://www.westlandgov.com,safe
https://www.whitehallmi.org,safe
https://www.wixomgov.com,safe
https://www.woodhavenmi.org,safe
https://www.wyandottemi.gov,safe
https://www.ypsilantimi.gov,safe
https://www.zeelandmi.gov,safe
https://www.alexandriamn.us,safe
https://www.anokagov.com,safe
https://www.applevalleymn.gov,safe
https://www.ardenhillsmn.gov,safe
https://www.austinmn.gov,safe
https://www.bemidji.org,safe
https://www.biglakegov.com,safe
https://www.blaine.gov,safe
https://www.bloomingtonmn.gov,safe
https://www.brainardgov.com,safe
https://www.brooklyncenermn.gov,safe
https://www.brooklynpark.org,safe
https://www.buffalomn.gov,safe
https://www.burnsvillemn.gov,safe
https://www.champlinmn.gov,safe
https://www.chaskamn.gov,safe
https://www.chisholm.mn.us,safe
https://www.cloquetgov.com,safe
https://www.columbiaheightsmn.gov,safe
https://www.coonrapidsmn.gov,safe
https://www.cottagegrovemn.gov,safe
https://www.crookstonmn.us,safe
https://www.crystalmn.gov,safe
https://www.detroitlakesmn.us,safe
https://www.duluthmn.gov,safe
https://www.eagan.gov,safe
https://www.eastbethelmn.gov,safe
https://www.eastgrandforksmn.gov,safe
https://www.edenprairie.org,safe
https://www.edinamn.gov,safe
https://www.elkrivergov.com,safe
https://www.elymn.us,safe
https://www.eagan.gov,safe
https://www.fairmontmn.gov,safe
https://www.faribaultgov.com,safe
https://www.fergusfalls.us,safe
https://www.forestlakemn.gov,safe
https://www.fridleygov.com,safe
https://www.glencoe-mn.us,safe
https://www.goldenvalleymn.gov,safe
https://www.grandrapidsmn.gov,safe
https://www.hastingsmn.gov,safe
https://www.hermantownmn.gov,safe
https://www.hibbingmn.gov,safe
https://www.hopkinsmn.com,safe
https://www.hutchinsonmn.gov,safe
https://www.invergroveheights.com,safe
https://www.lakevillemn.gov,safe
https://www.littlefallsmn.com,safe
https://www.luverne-mn.com,safe
https://www.mahtomedimn.gov,safe
https://www.mankatomn.gov,safe
https://www.maplegrovemn.gov,safe
https://www.maplewoodmn.gov,safe
https://www.marshallmn.com,safe
https://www.medina.gov,safe
https://www.mendotamn.gov,safe
https://www.minneapolismn.gov,safe
https://www.minnetonkamn.gov,safe
https://www.monticello.gov,safe
https://www.moorheadmn.gov,safe
https://www.moundmn.gov,safe
https://www.moundsviewmn.gov,safe
https://www.newbrightonmn.gov,safe
https://www.newhopemn.us,safe
https://www.newulmmn.gov,safe
https://www.northbranchmn.gov,safe
https://www.northfieldmn.gov,safe
https://www.northmankatomn.gov,safe
https://www.northstpaul.org,safe
https://www.oakdalemn.gov,safe
https://www.oakgov.com,safe
https://www.osseo.us,safe
https://www.owatonna.gov,safe
https://www.plymouthmn.gov,safe
https://www.priorlakemn.gov,safe
